date,site,Mat,Species,percent_comp
7/31/24,3,Microcoleus,Comamonadaceae,0.64975731955535%
7/31/24,4,Microcoleus,Comamonadaceae,1.18711953614136%
8/14/24,1S,Microcoleus,Comamonadaceae,0.74264898263127%
8/14/24,2,Microcoleus,Comamonadaceae,0.58849026407042%
8/14/24,3,Microcoleus,Comamonadaceae,1.07696105659446%
8/14/24,4,Microcoleus,Comamonadaceae,1.38910475598384%
8/26/24,1S,Microcoleus,Comamonadaceae,3.01711633304323%
8/26/24,2,Microcoleus,Comamonadaceae,1.91788916578887%
8/26/24,3,Microcoleus,Comamonadaceae,1.50339062566640%
8/26/24,4,Microcoleus,Comamonadaceae,0.70480714617649%
9/14/24,1S,Microcoleus,Comamonadaceae,2.43859266924459%
9/14/24,2,Microcoleus,Comamonadaceae,0.72082872248863%
9/14/24,3,Microcoleus,Comamonadaceae,2.01493913684987%
9/14/24,4,Microcoleus,Comamonadaceae,1.61064549852047%
9/27/24,1S,Microcoleus,Comamonadaceae,1.10692937790569%
9/27/24,2,Microcoleus,Comamonadaceae,0.55597545509281%
9/27/24,4,Microcoleus,Comamonadaceae,0.62836354890112%
10/10/24,1S,Microcoleus,Comamonadaceae,2.31370845101021%
10/10/24,2,Microcoleus,Comamonadaceae,1.43415071387413%
10/10/24,4,Microcoleus,Comamonadaceae,1.80397621239643%
7/17/24,1S,Anabaena,A_other,28.58739109939420%
7/31/24,1S,Anabaena,A_other,26.48413281487990%
7/31/24,2,Anabaena,A_other,19.07475159439410%
7/31/24,3,Anabaena,A_other,25.79506648606370%
7/31/24,3,Anabaena,A_other,22.26148409893990%
7/31/24,4,Anabaena,A_other,24.80342961002010%
8/14/24,1S,Anabaena,A_other,30.01925629568700%
8/14/24,2,Anabaena,A_other,25.93690248565970%
8/14/24,3,Anabaena,A_other,31.15800840395320%
8/14/24,4,Anabaena,A_other,20.01367181431190%
8/26/24,1S,Anabaena,A_other,35.52778741949170%
8/26/24,2,Anabaena,A_other,24.79897798151350%
8/26/24,3,Anabaena,A_other,25.38496099334230%
8/26/24,4,Anabaena,A_other,29.21359767595940%
9/14/24,1S,Anabaena,A_other,28.28670999340680%
9/14/24,2,Anabaena,A_other,29.82653061224490%
9/14/24,3,Anabaena,A_other,52.44325503023090%
9/14/24,4,Anabaena,A_other,37.24831397755220%
9/27/24,3,Anabaena,A_other,26.27099788630550%
9/27/24,4,Anabaena,A_other,35.06206940343520%
10/10/24,3,Anabaena,A_other,29.21220969322090%
10/10/24,4,Anabaena,A_other,28.61079015198650%
7/17/24,1S,Anabaena,Flavobacterium,0.59535241021702%
7/31/24,1S,Anabaena,Flavobacterium,0.33508341247514%
7/31/24,2,Anabaena,Flavobacterium,0.13994682020832%
7/31/24,3,Anabaena,Flavobacterium,0.57805673731805%
7/31/24,3,Anabaena,Flavobacterium,0.23803539482827%
7/31/24,4,Anabaena,Flavobacterium,0.38523845272433%
8/14/24,1S,Anabaena,Flavobacterium,0.73473050533755%
8/14/24,2,Anabaena,Flavobacterium,0.51625239005736%
8/14/24,3,Anabaena,Flavobacterium,0.32864621235240%
8/14/24,4,Anabaena,Flavobacterium,0.10253860733928%
8/26/24,1S,Anabaena,Flavobacterium,0.51293918006865%
8/26/24,2,Anabaena,Flavobacterium,0.59216953483129%
8/26/24,3,Anabaena,Flavobacterium,0.92104725728056%
8/26/24,4,Anabaena,Flavobacterium,0.49946485907956%
9/14/24,1S,Anabaena,Flavobacterium,0.46340774230009%
9/14/24,2,Anabaena,Flavobacterium,2.48469387755102%
9/14/24,3,Anabaena,Flavobacterium,0.40390524333433%
9/14/24,4,Anabaena,Flavobacterium,0.29703211355392%
9/27/24,3,Anabaena,Flavobacterium,1.03459784180665%
9/27/24,4,Anabaena,Flavobacterium,3.03203479696479%
10/10/24,3,Anabaena,Flavobacterium,2.40505599631174%
10/10/24,4,Anabaena,Flavobacterium,3.13898023879359%
7/17/24,1S,Anabaena,Cyanobacteria,3.47958168200150%
7/31/24,1S,Anabaena,Cyanobacteria,3.93678212410630%
7/31/24,2,Anabaena,Cyanobacteria,0.47581918870829%
7/31/24,3,Anabaena,Cyanobacteria,1.35833794379686%
7/31/24,3,Anabaena,Cyanobacteria,0.17150376273342%
7/31/24,4,Anabaena,Cyanobacteria,1.30388399383618%
8/14/24,1S,Anabaena,Cyanobacteria,2.94453065116192%
8/14/24,2,Anabaena,Cyanobacteria,4.15105162523901%
8/14/24,3,Anabaena,Cyanobacteria,0.17606047090307%
8/14/24,4,Anabaena,Cyanobacteria,0.91041854395178%
8/26/24,1S,Anabaena,Cyanobacteria,0.65563654595241%
8/26/24,2,Anabaena,Cyanobacteria,0.25700758999023%
8/26/24,3,Anabaena,Cyanobacteria,0.58816321529224%
8/26/24,4,Anabaena,Cyanobacteria,1.02441261913256%
9/14/24,1S,Anabaena,Cyanobacteria,0.01318639917114%
9/14/24,2,Anabaena,Cyanobacteria,0.04081632653061%
9/14/24,3,Anabaena,Cyanobacteria,0.02725740905937%
9/14/24,4,Anabaena,Cyanobacteria,0.02921627346432%
9/27/24,3,Anabaena,Cyanobacteria,0.70920013349650%
9/27/24,4,Anabaena,Cyanobacteria,1.17312759945392%
10/10/24,3,Anabaena,Cyanobacteria,0.65313022264057%
10/10/24,4,Anabaena,Cyanobacteria,1.76725031849021%
7/17/24,1S,Anabaena,Stramenopiles,4.65631929046563%
7/31/24,1S,Anabaena,Stramenopiles,4.90081889368717%
7/31/24,2,Anabaena,Stramenopiles,1.32549631140167%
7/31/24,3,Anabaena,Stramenopiles,10.11503901406030%
7/31/24,3,Anabaena,Stramenopiles,5.10815086417198%
7/31/24,4,Anabaena,Stramenopiles,1.31376190288040%
8/14/24,1S,Anabaena,Stramenopiles,5.19919983548019%
8/14/24,2,Anabaena,Stramenopiles,8.37858508604206%
8/14/24,3,Anabaena,Stramenopiles,2.05873377309327%
8/14/24,4,Anabaena,Stramenopiles,0.52822918932356%
8/26/24,1S,Anabaena,Stramenopiles,14.76339234062250%
8/26/24,2,Anabaena,Stramenopiles,17.34575787179680%
8/26/24,3,Anabaena,Stramenopiles,25.63411346648700%
8/26/24,4,Anabaena,Stramenopiles,6.97466999643239%
9/14/24,1S,Anabaena,Stramenopiles,45.76622398040880%
9/14/24,2,Anabaena,Stramenopiles,12.86054421768710%
9/14/24,3,Anabaena,Stramenopiles,23.08950341956590%
9/14/24,4,Anabaena,Stramenopiles,7.83970004625910%
9/27/24,3,Anabaena,Stramenopiles,8.57436867282234%
9/27/24,4,Anabaena,Stramenopiles,7.46420293996254%
10/10/24,3,Anabaena,Stramenopiles,11.79092148990530%
10/10/24,4,Anabaena,Stramenopiles,2.11240482327497%
7/17/24,1S,Anabaena,Streptophyta,0.01222131047366%
7/31/24,1S,Anabaena,Streptophyta,0.03404590821940%
7/31/24,2,Anabaena,Streptophyta,0.00000000000000%
7/31/24,3,Anabaena,Streptophyta,0.48457561478146%
7/31/24,3,Anabaena,Streptophyta,0.03104809497760%
7/31/24,4,Anabaena,Streptophyta,0.00000000000000%
8/14/24,1S,Anabaena,Streptophyta,0.05234721157621%
8/14/24,2,Anabaena,Streptophyta,0.02485659655832%
8/14/24,3,Anabaena,Streptophyta,0.01408483767225%
8/14/24,4,Anabaena,Streptophyta,0.02485784420346%
8/26/24,1S,Anabaena,Streptophyta,0.05785028346639%
8/26/24,2,Anabaena,Streptophyta,0.02555046216277%
8/26/24,3,Anabaena,Streptophyta,0.30633500796471%
8/26/24,4,Anabaena,Streptophyta,0.15034911574334%
9/14/24,1S,Anabaena,Streptophyta,1.71799943486861%
9/14/24,2,Anabaena,Streptophyta,0.21768707482993%
9/14/24,3,Anabaena,Streptophyta,0.00000000000000%
9/14/24,4,Anabaena,Streptophyta,50.33476980011200%
9/27/24,3,Anabaena,Streptophyta,0.00000000000000%
9/27/24,4,Anabaena,Streptophyta,0.01904943327936%
10/10/24,3,Anabaena,Streptophyta,0.07683884972242%
10/10/24,4,Anabaena,Streptophyta,0.03999644476047%
7/17/24,1S,Anabaena,Nostocaceae,54.02692180107200%
7/31/24,1S,Anabaena,Nostocaceae,33.99035963230420%
7/31/24,2,Anabaena,Nostocaceae,1.14756392570823%
7/31/24,3,Anabaena,Nostocaceae,6.65623748020680%
7/31/24,3,Anabaena,Nostocaceae,1.46073894466047%
7/31/24,4,Anabaena,Nostocaceae,8.67082855901063%
8/14/24,1S,Anabaena,Nostocaceae,5.28706836919740%
8/14/24,2,Anabaena,Nostocaceae,32.98279158699810%
8/14/24,3,Anabaena,Nostocaceae,3.97427169651870%
8/14/24,4,Anabaena,Nostocaceae,0.22682782835659%
8/26/24,1S,Anabaena,Nostocaceae,13.77993752169390%
8/26/24,2,Anabaena,Nostocaceae,4.16021642744420%
8/26/24,3,Anabaena,Nostocaceae,13.87697586080140%
8/26/24,4,Anabaena,Nostocaceae,12.91983079353750%
9/14/24,1S,Anabaena,Nostocaceae,0.13751530564190%
9/14/24,2,Anabaena,Nostocaceae,0.08673469387755%
9/14/24,3,Anabaena,Nostocaceae,2.38874021211220%
9/14/24,4,Anabaena,Nostocaceae,0.82292503591167%
9/27/24,3,Anabaena,Nostocaceae,51.96351095783740%
9/27/24,4,Anabaena,Nostocaceae,43.02949487252750%
10/10/24,3,Anabaena,Nostocaceae,42.52069846514400%
10/10/24,4,Anabaena,Nostocaceae,52.60421295884810%
7/17/24,1S,Anabaena,Cylindrospermopsis,0.21649178553346%
7/31/24,1S,Anabaena,Cylindrospermopsis,22.92006379128070%
7/31/24,2,Anabaena,Cylindrospermopsis,71.56680461424660%
7/31/24,3,Anabaena,Cylindrospermopsis,45.61497224182990%
7/31/24,3,Anabaena,Cylindrospermopsis,65.15073110871270%
7/31/24,4,Anabaena,Cylindrospermopsis,56.76241653166860%
8/14/24,1S,Anabaena,Cylindrospermopsis,45.64863803772740%
8/14/24,2,Anabaena,Cylindrospermopsis,20.65583173996180%
8/14/24,3,Anabaena,Cylindrospermopsis,52.35568910068310%
8/14/24,4,Anabaena,Cylindrospermopsis,67.56051331448280%
8/26/24,1S,Anabaena,Cylindrospermopsis,2.77295692082225%
8/26/24,2,Anabaena,Cylindrospermopsis,4.40820620725934%
8/26/24,3,Anabaena,Cylindrospermopsis,21.44549279091610%
8/26/24,4,Anabaena,Cylindrospermopsis,36.32077875745370%
9/14/24,1S,Anabaena,Cylindrospermopsis,0.17330696053499%
9/14/24,2,Anabaena,Cylindrospermopsis,0.01530612244898%
9/14/24,3,Anabaena,Cylindrospermopsis,0.69630290415304%
9/14/24,4,Anabaena,Cylindrospermopsis,0.28485866627712%
9/27/24,3,Anabaena,Cylindrospermopsis,0.00000000000000%
9/27/24,4,Anabaena,Cylindrospermopsis,0.00000000000000%
10/10/24,3,Anabaena,Cylindrospermopsis,0.31503928386192%
10/10/24,4,Anabaena,Cylindrospermopsis,0.00592539922377%
7/17/24,1S,Anabaena,Trichormus,0.00000000000000%
7/31/24,1S,Anabaena,Trichormus,0.00000000000000%
7/31/24,2,Anabaena,Trichormus,0.07996961154761%
7/31/24,3,Anabaena,Trichormus,0.05151000629567%
7/31/24,3,Anabaena,Trichormus,0.00000000000000%
7/31/24,4,Anabaena,Trichormus,0.00000000000000%
8/14/24,1S,Anabaena,Trichormus,0.07665127409374%
8/14/24,2,Anabaena,Trichormus,0.00000000000000%
8/14/24,3,Anabaena,Trichormus,0.00000000000000%
8/14/24,4,Anabaena,Trichormus,0.00000000000000%
8/26/24,1S,Anabaena,Trichormus,5.62304755293301%
8/26/24,2,Anabaena,Trichormus,0.24197790636507%
8/26/24,3,Anabaena,Trichormus,0.77196422007107%
8/26/24,4,Anabaena,Trichormus,0.00000000000000%
9/14/24,1S,Anabaena,Trichormus,0.00376754262033%
9/14/24,2,Anabaena,Trichormus,0.00000000000000%
9/14/24,3,Anabaena,Trichormus,0.01238973139062%
9/14/24,4,Anabaena,Trichormus,0.00000000000000%
9/27/24,3,Anabaena,Trichormus,0.00000000000000%
9/27/24,4,Anabaena,Trichormus,0.00000000000000%
10/10/24,3,Anabaena,Trichormus,0.00000000000000%
10/10/24,4,Anabaena,Trichormus,0.00000000000000%
7/17/24,1S,Anabaena,Phormidium,0.03666393142099%
7/31/24,1S,Anabaena,Phormidium,0.24369702725465%
7/31/24,2,Anabaena,Phormidium,0.29788680301485%
7/31/24,3,Anabaena,Phormidium,1.33544460766545%
7/31/24,3,Anabaena,Phormidium,0.23359995268862%
7/31/24,4,Anabaena,Phormidium,0.49982219763720%
8/14/24,1S,Anabaena,Phormidium,0.91046757277197%
8/14/24,2,Anabaena,Phormidium,0.26003824091778%
8/14/24,3,Anabaena,Phormidium,0.45306227845724%
8/14/24,4,Anabaena,Phormidium,0.36976043252649%
8/26/24,1S,Anabaena,Phormidium,5.27208916657025%
8/26/24,2,Anabaena,Phormidium,36.04418726985800%
8/26/24,3,Anabaena,Phormidium,1.54597067352857%
8/26/24,4,Anabaena,Phormidium,0.33127771265481%
9/14/24,1S,Anabaena,Phormidium,1.00781765093718%
9/14/24,2,Anabaena,Phormidium,46.34013605442180%
9/14/24,3,Anabaena,Phormidium,0.10655168995936%
9/14/24,4,Anabaena,Phormidium,0.05599785747328%
9/27/24,3,Anabaena,Phormidium,0.10846590277005%
9/27/24,4,Anabaena,Phormidium,0.10318443026320%
10/10/24,3,Anabaena,Phormidium,0.00000000000000%
10/10/24,4,Anabaena,Phormidium,0.04740319379018%
7/17/24,1S,Anabaena,Synechococcus,0.53075405485623%
7/31/24,1S,Anabaena,Synechococcus,0.16664576128443%
7/31/24,2,Anabaena,Synechococcus,0.08996581299106%
7/31/24,3,Anabaena,Synechococcus,0.41017227235439%
7/31/24,3,Anabaena,Synechococcus,0.08723036207993%
7/31/24,4,Anabaena,Synechococcus,0.09482792682445%
8/14/24,1S,Anabaena,Synechococcus,0.40382134644506%
8/14/24,2,Anabaena,Synechococcus,0.00000000000000%
8/14/24,3,Anabaena,Synechococcus,0.09859386370572%
8/14/24,4,Anabaena,Synechococcus,0.37286766305192%
8/26/24,1S,Anabaena,Synechococcus,1.39226348875776%
8/26/24,2,Anabaena,Synechococcus,0.49297362290524%
8/26/24,3,Anabaena,Synechococcus,0.26549034023608%
8/26/24,4,Anabaena,Synechococcus,0.71606951735386%
9/14/24,1S,Anabaena,Synechococcus,0.74974098144485%
9/14/24,2,Anabaena,Synechococcus,0.19387755102041%
9/14/24,3,Anabaena,Synechococcus,2.55724055902468%
9/14/24,4,Anabaena,Synechococcus,0.04382441019648%
9/27/24,3,Anabaena,Synechococcus,0.59239069974413%
9/27/24,4,Anabaena,Synechococcus,1.38902117662000%
10/10/24,3,Anabaena,Synechococcus,0.82409666327295%
10/10/24,4,Anabaena,Synechococcus,1.34802832340829%
7/17/24,1S,Anabaena,Rhodobacter,3.31022923686646%
7/31/24,1S,Anabaena,Rhodobacter,2.96736968480657%
7/31/24,2,Anabaena,Rhodobacter,1.92326915772007%
7/31/24,3,Anabaena,Rhodobacter,4.02731938111681%
7/31/24,3,Anabaena,Rhodobacter,3.08411076777503%
7/31/24,4,Anabaena,Rhodobacter,2.05658066300526%
8/14/24,1S,Anabaena,Rhodobacter,3.81199872871058%
8/14/24,2,Anabaena,Rhodobacter,2.68642447418738%
8/14/24,3,Anabaena,Rhodobacter,4.21606140989225%
8/14/24,4,Anabaena,Rhodobacter,2.22477705620980%
8/26/24,1S,Anabaena,Rhodobacter,8.66982914882950%
8/26/24,2,Anabaena,Rhodobacter,7.30142030510258%
8/26/24,3,Anabaena,Rhodobacter,5.09945676591921%
8/26/24,4,Anabaena,Rhodobacter,4.09000560623821%
9/14/24,1S,Anabaena,Rhodobacter,5.80013186399171%
9/14/24,2,Anabaena,Rhodobacter,7.16156462585034%
9/14/24,3,Anabaena,Rhodobacter,16.51551194370110%
9/14/24,4,Anabaena,Rhodobacter,1.55576656197502%
9/27/24,3,Anabaena,Rhodobacter,8.00422738903104%
9/27/24,4,Anabaena,Rhodobacter,5.16874622979966%
10/10/24,3,Anabaena,Rhodobacter,6.80215917167720%
10/10/24,4,Anabaena,Rhodobacter,7.13714336503422%
7/17/24,1S,Anabaena,Rhodospirillaceae,0.17633605112000%
7/31/24,1S,Anabaena,Rhodospirillaceae,0.95328543014317%
7/31/24,2,Anabaena,Rhodospirillaceae,2.92888702293129%
7/31/24,3,Anabaena,Rhodospirillaceae,1.68266020565847%
7/31/24,3,Anabaena,Rhodospirillaceae,1.30254150834602%
7/31/24,4,Anabaena,Rhodospirillaceae,2.34106444347860%
8/14/24,1S,Anabaena,Rhodospirillaceae,1.37224476060498%
8/14/24,2,Anabaena,Rhodospirillaceae,0.94455066921606%
8/14/24,3,Anabaena,Rhodospirillaceae,1.69487546656025%
8/14/24,4,Anabaena,Rhodospirillaceae,3.87160923468912%
8/26/24,1S,Anabaena,Rhodospirillaceae,2.98121794130125%
8/26/24,2,Anabaena,Rhodospirillaceae,1.01901254978583%
8/26/24,3,Anabaena,Rhodospirillaceae,1.68892701057877%
8/26/24,4,Anabaena,Rhodospirillaceae,4.10274705672494%
9/14/24,1S,Anabaena,Rhodospirillaceae,0.07346708109635%
9/14/24,2,Anabaena,Rhodospirillaceae,0.05102040816327%
9/14/24,3,Anabaena,Rhodospirillaceae,0.33204480126871%
9/14/24,4,Anabaena,Rhodospirillaceae,1.06882867090303%
9/27/24,3,Anabaena,Rhodospirillaceae,0.82322839025476%
9/27/24,4,Anabaena,Rhodospirillaceae,1.17471505222720%
10/10/24,3,Anabaena,Rhodospirillaceae,2.05928117256085%
10/10/24,4,Anabaena,Rhodospirillaceae,0.65031256480905%
7/17/24,1S,Anabaena,Synedra,0.12046720324039%
7/31/24,1S,Anabaena,Synedra,0.03225401831311%
7/31/24,2,Anabaena,Synedra,0.00000000000000%
7/31/24,3,Anabaena,Synedra,0.07821889844898%
7/31/24,3,Anabaena,Synedra,0.00000000000000%
7/31/24,4,Anabaena,Synedra,0.00592674542653%
8/14/24,1S,Anabaena,Synedra,0.30473555310438%
8/14/24,2,Anabaena,Synedra,0.21606118546845%
8/14/24,3,Anabaena,Synedra,0.02347472945374%
8/14/24,4,Anabaena,Synedra,0.01864338315260%
8/26/24,1S,Anabaena,Synedra,0.18126422152802%
8/26/24,2,Anabaena,Synedra,0.09618997520102%
8/26/24,3,Anabaena,Synedra,0.21239227218887%
8/26/24,4,Anabaena,Synedra,0.11722134447786%
9/14/24,1S,Anabaena,Synedra,15.43185457285490%
9/14/24,2,Anabaena,Synedra,0.35204081632653%
9/14/24,3,Anabaena,Synedra,0.35186837149371%
9/14/24,4,Anabaena,Synedra,0.27268521900032%
9/27/24,3,Anabaena,Synedra,0.22527533652242%
9/27/24,4,Anabaena,Synedra,0.06191065815792%
10/10/24,3,Anabaena,Synedra,0.06723399350712%
10/10/24,4,Anabaena,Synedra,0.00000000000000%
7/17/24,1S,Anabaena,Erythromicrobium,0.34918029924752%
7/31/24,1S,Anabaena,Erythromicrobium,0.90490440267350%
7/31/24,2,Anabaena,Erythromicrobium,0.52979867650293%
7/31/24,3,Anabaena,Erythromicrobium,1.23624015109602%
7/31/24,3,Anabaena,Erythromicrobium,0.53816697961175%
7/31/24,4,Anabaena,Erythromicrobium,0.79615946896361%
8/14/24,1S,Anabaena,Erythromicrobium,1.20772495279403%
8/14/24,2,Anabaena,Erythromicrobium,0.37667304015296%
8/14/24,3,Anabaena,Erythromicrobium,1.02584567712857%
8/14/24,4,Anabaena,Erythromicrobium,0.80477270608707%
8/26/24,1S,Anabaena,Erythromicrobium,4.48532531142736%
8/26/24,2,Anabaena,Erythromicrobium,1.37371308333960%
8/26/24,3,Anabaena,Erythromicrobium,1.25393129926888%
8/26/24,4,Anabaena,Erythromicrobium,0.69823148667244%
9/14/24,1S,Anabaena,Erythromicrobium,0.19402844494678%
9/14/24,2,Anabaena,Erythromicrobium,0.14965986394558%
9/14/24,3,Anabaena,Erythromicrobium,0.62939835464367%
9/14/24,4,Anabaena,Erythromicrobium,0.12903854113408%
9/27/24,3,Anabaena,Erythromicrobium,1.09300255868283%
9/27/24,4,Anabaena,Erythromicrobium,1.72714861732863%
10/10/24,3,Anabaena,Erythromicrobium,2.81038092859750%
10/10/24,4,Anabaena,Erythromicrobium,1.81169081266850%
7/17/24,1S,Anabaena,Opitutus,3.89161443511357%
7/31/24,1S,Anabaena,Opitutus,2.02125181428853%
7/31/24,2,Anabaena,Opitutus,0.11395669645535%
7/31/24,3,Anabaena,Opitutus,0.06104889635042%
7/31/24,3,Anabaena,Opitutus,0.11679997634431%
7/31/24,4,Anabaena,Opitutus,0.51167568849026%
8/14/24,1S,Anabaena,Opitutus,0.09721625007011%
8/14/24,2,Anabaena,Opitutus,2.46271510516252%
8/14/24,3,Anabaena,Opitutus,0.05868682363436%
8/14/24,4,Anabaena,Opitutus,0.00932169157630%
8/26/24,1S,Anabaena,Opitutus,0.31239153071850%
8/26/24,2,Anabaena,Opitutus,0.40129255279176%
8/26/24,3,Anabaena,Opitutus,0.24711023975820%
8/26/24,4,Anabaena,Opitutus,0.28540849090260%
9/14/24,1S,Anabaena,Opitutus,0.16200433267401%
9/14/24,2,Anabaena,Opitutus,0.19217687074830%
9/14/24,3,Anabaena,Opitutus,0.25275052036872%
9/14/24,4,Anabaena,Opitutus,0.00730406836608%
9/27/24,3,Anabaena,Opitutus,0.51173656691512%
9/27/24,4,Anabaena,Opitutus,0.52544686795568%
10/10/24,3,Anabaena,Opitutus,0.37651036363986%
10/10/24,4,Anabaena,Opitutus,0.60587207063076%
7/17/24,1S,Anabaena,Xiphinematobacter,0.01047540897743%
7/31/24,1S,Anabaena,Xiphinematobacter,0.10930528428333%
7/31/24,2,Anabaena,Xiphinematobacter,0.30588376416962%
7/31/24,3,Anabaena,Xiphinematobacter,0.51510006295667%
7/31/24,3,Anabaena,Xiphinematobacter,0.21585818412999%
7/31/24,4,Anabaena,Xiphinematobacter,0.45438381603382%
8/14/24,1S,Anabaena,Xiphinematobacter,1.92936865523753%
8/14/24,2,Anabaena,Xiphinematobacter,0.40726577437859%
8/14/24,3,Anabaena,Xiphinematobacter,2.36390525599192%
8/14/24,4,Anabaena,Xiphinematobacter,2.96119069073735%
8/26/24,1S,Anabaena,Xiphinematobacter,3.01207142581665%
8/26/24,2,Anabaena,Xiphinematobacter,1.44134665965281%
8/26/24,3,Anabaena,Xiphinematobacter,0.75766858636605%
8/26/24,4,Anabaena,Xiphinematobacter,2.55593496763672%
9/14/24,1S,Anabaena,Xiphinematobacter,0.01883771310163%
9/14/24,2,Anabaena,Xiphinematobacter,0.02721088435374%
9/14/24,3,Anabaena,Xiphinematobacter,0.19327980969373%
9/14/24,4,Anabaena,Xiphinematobacter,0.00973875782144%
9/27/24,3,Anabaena,Xiphinematobacter,0.08899766381133%
9/27/24,4,Anabaena,Xiphinematobacter,0.06984792202432%
10/10/24,3,Anabaena,Xiphinematobacter,0.08644370593772%
10/10/24,4,Anabaena,Xiphinematobacter,0.11998933428140%
