field_date,site_reach,sample_type,slide_rep,date_analyzed,method,microcoleus,non_algal,non_e_diatoms,e_diatoms,other_coccoids,green_algae,anabaena_and_cylindrospermum,geitlerinema,gloeotrichia,nostoc,calothrix,oscillatoria,scytonema,rivularia,unknown,lyngbya,phormidium_unknown,leptolyngbya,chroococcus,tolypothrix,nodularia,homoeothrix,aphanothece
7/20/22,RUS-3,TAC,3,11/7/23,preserved,0,5,4,3,5,66,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/2/22,RUS-3,TAC,1,11/9/23,preserved,0,7,6,5,4,54,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/2/22,RUS-3,TAC,2,11/9/23,preserved,0,10,8,6,2,54,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/2/22,RUS-3,TAC,3,11/9/23,preserved,0,8,6,5,4,56,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/17/22,RUS-3,TAC,1,11/20/23,preserved,0,10,14,13,5,12,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/17/22,RUS-3,TAC,2,11/20/23,preserved,0.1,20,17,16,5,15,18.9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/17/22,RUS-3,TAC,3,11/20/23,preserved,0,18,18,17,6,14,21,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/22,RUS-3,TAC,1,11/21/23,preserved,0.1,5,8,7,3,45.9,19,3,0,0,0,1,0,0,6,0,2,0,0,0,0,0,0
9/1/22,RUS-3,TAC,2,11/21/23,preserved,0.1,15,10,7,5,34.9,22,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
9/1/22,RUS-3,TAC,3,11/21/23,preserved,0.1,13,10,5,5,32.9,19,4,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0
9/15/22,RUS-3,TAC,1,11/30/23,preserved,0.1,17,10,5,9,26.9,16,6,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0
9/15/22,RUS-3,TAC,2,11/30/23,preserved,0,23,13,5,7,25,10,5,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0
9/15/22,RUS-3,TAC,3,11/30/23,preserved,0.1,24,14,3,6,25.9,12,7,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0
9/22/22,SAL-3,TAC,1,11/30/23,preserved,0.1,20,13,9,8,26.9,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/22/22,SAL-3,TAC,2,11/30/23,preserved,0.1,23,14,11,7,16.9,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/22/22,SAL-3,TAC,3,11/30/23,preserved,0.1,19,10,5,7,34.8,17,6,0,0,0,1,0,0,0,0,0.1,0,0,0,0,0,0
7/14/22,SFE-M-1S,TAC,1,11/7/23,preserved,0.1,3,14,15,1,35.8,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
7/14/22,SFE-M-1S,TAC,2,11/7/23,preserved,0.1,4,14,15,2,37.9,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/14/22,SFE-M-1S,TAC,3,11/7/23,preserved,0,4,15,16,5,34.8,23,2,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0
7/28/22,SFE-M-1S,TAC,1,11/7/23,preserved,0.1,10,7,9,1,56.9,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/28/22,SFE-M-1S,TAC,2,11/7/23,preserved,0.1,10,13,20,1,27.9,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/28/22,SFE-M-1S,TAC,3,11/7/23,preserved,0.1,12,10,17,1,33.9,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/10/22,SFE-M-1S,TAC,1,11/9/23,preserved,5,4,3,4,2,10,67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/10/22,SFE-M-1S,TAC,2,11/9/23,preserved,11,8,6,5,4,12,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/10/22,SFE-M-1S,TAC,3,11/9/23,preserved,15,9,6,5,5,13,41.9,5,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
9/6/22,SFE-M-1S,TAC,1,11/28/23,preserved,0,12,18,10,7,32,13,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/22,SFE-M-1S,TAC,2,11/28/23,preserved,0.1,20,15,8,6,21.9,18,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/22,SFE-M-1S,TAC,3,11/28/23,preserved,0,15,16,5,6,35,16,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9/17/22,SFE-M-1S,TAC,1,11/30/23,preserved,0,10,10,7,6,39,12,3,0,3,5,1,4,0,0,0,0,0,0,0,0,0,0
9/17/22,SFE-M-1S,TAC,2,11/30/23,preserved,0,12,9,5,7,44,15,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
9/17/22,SFE-M-1S,TAC,3,11/30/23,preserved,0,10,12,6,5,39,18,5,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0
7/14/22,SFE-M-3,TAC,1,12/4/23,preserved,0.1,12,8,8,7,30.9,30,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7/14/22,SFE-M-3,TAC,2,12/4/23,preserved,1,10,13,15,9,22.7,24,5,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0.1,0,0
7/14/22,SFE-M-3,TAC,3,12/4/23,preserved,1,10,15,14,10,19.8,25,5,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0
7/28/22,SFE-M-3,TAC,1,11/8/23,preserved,2,7,8,9,5,38.9,26,3,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0
7/28/22,SFE-M-3,TAC,2,11/8/23,preserved,2,11,9,10,5,36.9,22,4,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
7/28/22,SFE-M-3,TAC,3,11/8/23,preserved,2,12,11,12,5,27.9,24,6,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
8/10/22,SFE-M-3,TAC,1,11/13/23,preserved,0.1,10,15,14,8,9,41.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/10/22,SFE-M-3,TAC,2,11/13/23,preserved,1,13,12,11,7,12,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/10/22,SFE-M-3,TAC,3,11/13/23,preserved,0.1,10,10,10,6,8,53.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/23/22,SFE-M-3,TAC,1,11/20/23,preserved,0.1,5,8,8,2,58.9,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/23/22,SFE-M-3,TAC,2,11/20/23,preserved,0.1,7,9,10,3,52.8,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
8/23/22,SFE-M-3,TAC,3,11/20/23,preserved,0.1,9,8,9,7,46.9,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/14/22,SFE-M-4,TAC,1,11/6/23,preserved,0.1,5,9,10,3,53.9,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/14/22,SFE-M-4,TAC,2,11/6/23,preserved,0,4,8,9,2,60.9,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
7/14/22,SFE-M-4,TAC,3,11/6/23,preserved,0,4,6,7,2,61,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/28/22,SFE-M-4,TAC,1,11/8/23,preserved,1,7,13,14,3,14.9,45,2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
7/28/22,SFE-M-4,TAC,2,11/8/23,preserved,1,9,9,10,7,29,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/28/22,SFE-M-4,TAC,3,11/8/23,preserved,1,8,9,10,8,30,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/10/22,SFE-M-4,TAC,1,11/13/23,preserved,5,16,9,10,4,22,30,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8/10/22,SFE-M-4,TAC,2,11/13/23,preserved,7,18,10,12,6,23,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/10/22,SFE-M-4,TAC,3,11/13/23,preserved,6,13,8,7,8,28,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/10/23,SFE-M-1S,TAC,1,12/5/23,preserved,0,18,6,5,3,2,59,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/10/23,SFE-M-1S,TAC,2,12/5/23,preserved,0,20,7,4,3,5,53,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/10/23,SFE-M-1S,TAC,3,12/5/23,preserved,0,19,8,3,2,6,53,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/17/23,SFE-M-1S,TAC,1,12/5/23,preserved,0,18,8,12,3,20,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/17/23,SFE-M-1S,TAC,2,12/5/23,preserved,0.1,15,7,13,3,25.9,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/17/23,SFE-M-1S,TAC,3,12/5/23,preserved,0,17,9,10,3,26,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/24/23,SFE-M-1S,TAC,1,12/6/23,preserved,0,11,15,17,2,25,20,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
7/24/23,SFE-M-1S,TAC,2,12/6/23,preserved,0,6,5,8,2,16,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/24/23,SFE-M-1S,TAC,3,12/6/23,preserved,0,12,9,10,3,36,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/31/23,SFE-M-1S,TAC,1,3/20/24,preserved,6,17,10,10,3,25,19.8,2,0,0,0,0,0,0,0,0,0,3,0.1,0,0.1,4,0
7/31/23,SFE-M-1S,TAC,2,3/20/24,preserved,8,13,12,14,3,20,12,4,0,0,0,0,0,0,0,0,0,10,1,0,0,3,0
7/31/23,SFE-M-1S,TAC,3,3/20/24,preserved,5,10,10,20,3,12,31,2,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0
8/7/23,SFE-M-1S,TAC,1,12/12/23,preserved,3,18,8,10,4,8,28.9,5,0,0,0.1,0,0,15,0,0,0,0,0,0,0,0,0
8/7/23,SFE-M-1S,TAC,2,12/12/23,preserved,2,20,5,8,3,10,29,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
8/7/23,SFE-M-1S,TAC,3,12/12/23,preserved,2,15,7,15,3,18,30,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
8/14/23,SFE-M-1S,TAC,1,12/14/23,preserved,7,12,7,8,3,10,47.9,5,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
8/14/23,SFE-M-1S,TAC,2,12/14/23,preserved,9,15,10,12,4,13,29.9,7,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
8/14/23,SFE-M-1S,TAC,3,12/14/23,preserved,10,7,5,8,3,15,44.9,7,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
8/22/23,SFE-M-1S,TAC,1,12/15/23,preserved,5,30,5,7,4,8,34,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
8/22/23,SFE-M-1S,TAC,2,12/15/23,preserved,8,26,9,9,5,10,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/23,SFE-M-1S,TAC,3,12/15/23,preserved,9,22,11,10,5,12,23.9,7,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
8/28/23,SFE-M-1S,TAC,1,12/18/23,preserved,10,7,4,8,4,47,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/28/23,SFE-M-1S,TAC,2,12/18/23,preserved,10,16,5,7,6,9,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/28/23,SFE-M-1S,TAC,3,12/18/23,preserved,11,10,5,7,5,8,50,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9/4/23,SFE-M-1S,TAC,1,12/19/23,preserved,0,8,4,7,3,5,70,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9/4/23,SFE-M-1S,TAC,2,12/19/23,preserved,1,15,4,6,4,7,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/4/23,SFE-M-1S,TAC,3,12/19/23,preserved,2,16,6,8,4,10,48,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9/12/23,SFE-M-1S,TAC,1,12/20/23,preserved,0.1,20,5,4,3,7,50.8,3,0,0,0,0,0,7,0,0.1,0,0,0,0,0,0,0
9/12/23,SFE-M-1S,TAC,2,12/20/23,preserved,0.1,21,4,3,5,6,56.9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/12/23,SFE-M-1S,TAC,3,12/20/23,preserved,0,19,4,2,7,9,17,10,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
9/18/23,SFE-M-1S,TAC,1,12/20/23,preserved,0,12,3,2,3,2,70.9,7,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
9/18/23,SFE-M-1S,TAC,2,12/20/23,preserved,0,15,3,3,4,3,64,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/18/23,SFE-M-1S,TAC,3,12/20/23,preserved,0,17,7,3,5,2,59,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/24/23,SFE-M-1S,TAC,1,12/21/23,preserved,0,20,7,4,5,3,53,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/24/23,SFE-M-1S,TAC,2,12/21/23,preserved,0.1,17,3,3,5,4,62.8,5,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
9/24/23,SFE-M-1S,TAC,3,12/21/23,preserved,0,8,4,5,5,3,68,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/24/23,SFE-M-2,TAC,1,12/7/23,preserved,0.1,18,7,9,8,12.8,30,15,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
7/24/23,SFE-M-2,TAC,2,12/7/23,preserved,1,15,10,12,7,7.8,32,15,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0
7/24/23,SFE-M-2,TAC,3,12/7/23,preserved,1,17,5,12,6,5.9,38,15,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
7/31/23,SFE-M-2,TAC,1,3/20/23,preserved,6,12,8,10,3,18.9,23,3,0,0,0,1,0,0,0,0,0,15,0.1,0,0,0,0
7/31/23,SFE-M-2,TAC,2,3/20/23,preserved,5,13,10,12,4,17,25,0,0,0,0,2,0,0,0,0,0,11,1,0,0,0,0
7/31/23,SFE-M-2,TAC,3,3/20/23,preserved,6,15,10,10,3,15,28,0,0,0,0,3,0,0,0,0,0,9,1,0,0,0,0
8/7/23,SFE-M-2,TAC,1,12/11/23,preserved,2,19,3,15,3,5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/7/23,SFE-M-2,TAC,2,12/11/23,preserved,3,25,5,12,4,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/7/23,SFE-M-2,TAC,3,12/11/23,preserved,1,22,4,12,3,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/14/23,SFE-M-2,TAC,1,3/21/24,preserved,7,16,9,12,2,17,29.8,3,0,0,0,0,0,0,0,0,0.1,3,1,0,0,0.1,0
8/14/23,SFE-M-2,TAC,2,3/21/24,preserved,7,17,9,11,3,15,27.8,4,0,0,0,0.1,0,0,0,0,0,5,1,0,0,0.1,0
8/14/23,SFE-M-2,TAC,3,3/21/24,preserved,5,12,17,11,3,20,24,3,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
8/22/23,SFE-M-2,TAC,1,12/15/23,preserved,5,17,7,8,4,3,48.9,7,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
8/22/23,SFE-M-2,TAC,2,12/15/23,preserved,6,15,6,7,5,4,50,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/23,SFE-M-2,TAC,3,12/15/23,preserved,7,13,6,6,5,3,52.8,7,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0
9/4/23,SFE-M-2,TAC,1,3/26/24,preserved,1,25,9,7,3,6,35.8,5,0,0,0,8,0,0,0,0,0.1,0,0.1,0,0,0,0
9/4/23,SFE-M-2,TAC,2,3/26/24,preserved,1,20,12,6,5,5,29.7,6,0.1,0.1,0,15,0,0,0,0,0.1,0,0,0,0,0,0
9/4/23,SFE-M-2,TAC,3,3/26/24,preserved,0.1,20,15,5,6,5,22.8,8,0,1,0,16,0,0,0,0,0.1,0,1,0,0,0,0
9/18/23,SFE-M-2,TAC,1,3/24/24,preserved,3,13,16,10,3,4,39,4,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0
9/18/23,SFE-M-2,TAC,2,3/24/24,preserved,1,13,21,5,3,23,20,5,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0
9/18/23,SFE-M-2,TAC,3,3/24/24,preserved,3,15,18,6,4,6,33,5,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0
9/24/23,SFE-M-2,TAC,1,3/26/24,preserved,0.1,20,7,4,3,5,51.8,3,0,0,0,6,0,0,0,0,0,0,0.1,0,0,0,0
9/24/23,SFE-M-2,TAC,2,3/26/24,preserved,0.1,21,7,6,3,5,46.6,4,0,0.1,0,7,0,0,0,0,0,0,0.1,0,0,0,0.1
9/24/23,SFE-M-2,TAC,3,3/26/24,preserved,0.1,23,4,5,3,3,49.8,5,0,0,0,7,0,0,0,0,0,0,0.1,0,0,0,0
7/24/23,SFE-M-3,TAC,1,12/7/23,preserved,0,16,8,15,7,29,18,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7/24/23,SFE-M-3,TAC,2,12/7/23,preserved,0,15,8,16,7,20,17,5,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0
7/24/23,SFE-M-3,TAC,3,12/7/23,preserved,0,18,7,12,7,8,37,4,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0
7/31/23,SFE-M-3,TAC,1,3/21/24,preserved,6,13,8,12,4,18,26,2,0,5,0,0,0,0,0,0,0,4,1,0,0,1,0
7/31/23,SFE-M-3,TAC,2,3/21/24,preserved,7,15,7,9,3,18,29,3,0,4,0,0,0,0,0,0,0,3,2,0,0,0,0
7/31/23,SFE-M-3,TAC,3,3/21/24,preserved,7,7,3,17,2,20,31.8,1,0,4,0.1,0,0,0,0,0,0.1,3,4,0,0,0,0
8/7/23,SFE-M-3,TAC,1,12/12/23,preserved,2,20,7,10,3,18,32,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
8/7/23,SFE-M-3,TAC,2,12/12/23,preserved,2,18,10,12,3,15,36.9,0,0,3,0,0,0,0,0,0,0,0,0,0,0.1,0,0
8/7/23,SFE-M-3,TAC,3,12/12/23,preserved,2,20,9,10,7,12,32,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
8/14/23,SFE-M-3,TAC,1,12/14/23,preserved,7,20,9,15,6,18,19.8,5,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0
8/14/23,SFE-M-3,TAC,2,12/14/23,preserved,4,17,10,11,15,12,22.8,5,0,3,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0
8/14/23,SFE-M-3,TAC,3,12/14/23,preserved,5,7,9,16,17,11,24.9,8,0,2,0,0.1,0,0,0,0,0,0,0,0,0,0,0
8/22/23,SFE-M-3,TAC,1,12/15/23,preserved,9,12,8,7,3,10,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/23,SFE-M-3,TAC,2,12/15/23,preserved,7,15,8,20,5,11,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/23,SFE-M-3,TAC,3,12/15/23,preserved,10,16,10,20,6,9,21.9,7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
8/28/23,SFE-M-3,TAC,1,12/18/23,preserved,0,20,7,12,5,6,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/28/23,SFE-M-3,TAC,2,12/18/23,preserved,7,25,10,15,8,12,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/28/23,SFE-M-3,TAC,3,12/18/23,preserved,7,21,9,13,7,15,11,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7/10/23,SFE-M-4,TAC,1,12/5/23,preserved,0,30,8,6,5,5,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/10/23,SFE-M-4,TAC,2,12/5/23,preserved,0.1,32,10,9,4,6,35.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/10/23,SFE-M-4,TAC,3,12/5/23,preserved,0.1,35,11,10,4,7,28.9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/17/23,SFE-M-4,TAC,1,12/6/23,preserved,0,10,10,12,5,7,53,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/17/23,SFE-M-4,TAC,2,12/6/23,preserved,0,15,9,13,6,5,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/17/23,SFE-M-4,TAC,3,12/6/23,preserved,0,17,10,15,8,6,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/24/23,SFE-M-4,TAC,1,12/11/23,preserved,0,12,9,10,5,10,48,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/24/23,SFE-M-4,TAC,2,12/11/23,preserved,0.1,18,7,15,6,10,35.8,8,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
7/24/23,SFE-M-4,TAC,3,12/11/23,preserved,0,20,5,18,5,9,34.9,8,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
7/31/23,SFE-M-4,TAC,1,3/22/24,preserved,5,18,8,19,3,10,22,2,0,0,3,0,0,4,0,0,0,5,1,0,0,0,0
7/31/23,SFE-M-4,TAC,2,3/22/24,preserved,6,8,7,22,3,5,44.9,3,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0
7/31/23,SFE-M-4,TAC,3,3/22/24,preserved,8,10,8,23,4,9,27,2,0,0,7,0,0,0,0,0,0,1,1,0,0,0,0
8/7/23,SFE-M-4,TAC,1,12/12/23,preserved,3,15,9,7,3,6,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/7/23,SFE-M-4,TAC,2,12/12/23,preserved,5,17,9,8,4,7,43.8,6,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0
8/7/23,SFE-M-4,TAC,3,12/12/23,preserved,5,15,10,12,3,6,41.9,7,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
8/14/23,SFE-M-4,TAC,1,12/14/23,preserved,6,21,7,13,5,25,13,6,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
8/14/23,SFE-M-4,TAC,2,12/14/23,preserved,7,16,9,15,8,17,21,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
8/14/23,SFE-M-4,TAC,3,12/14/23,preserved,9,12,8,16,5,22.9,18,6,0,0,0,0,0,0,0,0.1,3,0,0,0,0,0,0
8/22/23,SFE-M-4,TAC,1,12/18/23,preserved,2,12,13,15,5,10,29.9,4,0,0,0.1,1,0,0,0,0,8,0,0,0,0,0,0
8/22/23,SFE-M-4,TAC,2,12/18/23,preserved,2,7,5,8,2,9,57,3,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0
8/22/23,SFE-M-4,TAC,3,12/18/23,preserved,3,10,5,9,6,7,48,4,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0
7/24/23,SFE-SH-1S,TAC,1,12/6/23,preserved,0.1,10,11,12,2,31.9,25,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
7/24/23,SFE-SH-1S,TAC,2,12/6/23,preserved,0.1,15,13,11,5,20.8,30,5,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
7/24/23,SFE-SH-1S,TAC,3,12/6/23,preserved,0,12,10,9,3,25,33,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
7/31/23,SFE-SH-1S,TAC,1,3/19/24,preserved,0,12,9,15,2,18,39.8,3,0,0,0.1,0,0,0,0,0,0,0,1,0,0.1,0,0
7/31/23,SFE-SH-1S,TAC,2,3/19/24,preserved,0,17,7,14,3,11,44,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7/31/23,SFE-SH-1S,TAC,3,3/19/24,preserved,0,16,10,15,3,17,31.9,5,0,0,0,0,0,0,0,0,0,1,1,0,0.1,0,0
8/7/23,SFE-SH-1S,TAC,1,3/19/24,preserved,0.1,9,9,15,2,20,37.9,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
8/7/23,SFE-SH-1S,TAC,2,3/19/24,preserved,0.1,11,10,20,2,20,29.9,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
8/7/23,SFE-SH-1S,TAC,3,3/19/24,preserved,0,13,14,25,1,18,23.9,4,0,0,0,0,0,0,0,0,0,1,0,0,0.1,0,0
8/14/23,SFE-SH-1S,TAC,1,12/14/23,preserved,5,15,9,20,10,5,28,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8/14/23,SFE-SH-1S,TAC,2,12/14/23,preserved,4,14,10,16,11,7,6.9,6,0,17,0,0.1,0,0,0,0,0,0,0,8,0,0,0
8/14/23,SFE-SH-1S,TAC,3,12/14/23,preserved,3,9,10,17,12,8,33.9,7,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
8/22/23,SFE-SH-1S,TAC,1,3/19/24,preserved,7,6,10,15,3,35.9,16,3,0,0,3,0.1,0,0,0,0,0,0,1,0,0,0,0
8/22/23,SFE-SH-1S,TAC,2,3/19/24,preserved,3,7,10,16,5,35.9,16,3,0,0,2,0,0,0,0,0,0,1,1,0,0,0.1,0
8/22/23,SFE-SH-1S,TAC,3,3/19/24,preserved,4,10,14,18,5,27.9,15,4,0,0,0,0.1,0,0,0,0,0,1,1,0,0,0,0
9/18/23,SFE-SH-1S,TAC,1,12/20/23,preserved,6,10,5,7,3,34,29.9,5,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
9/18/23,SFE-SH-1S,TAC,2,12/20/23,preserved,5,7,7,5,6,37,27.9,5,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
9/18/23,SFE-SH-1S,TAC,3,12/20/23,preserved,1,6,7,8,4,45.8,22,5,0,0,0,0.1,0,0,0,0,0,1,0.1,0,0,0,0
9/24/23,SFE-SH-1S,TAC,1,12/21/23,preserved,2,8,3,5,6,10,54,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
9/24/23,SFE-SH-1S,TAC,2,12/21/23,preserved,3,9,12,4,5,20,32,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
9/24/23,SFE-SH-1S,TAC,3,12/21/23,preserved,4,15,5,7,7,18,30.9,8,0,0,0,0.1,0,0,0,0,0,5,0,0,0,0,0
7/2/24,SFE-M-1S,TM,1,1/24/25,NA,29.9,64,5,0,0,1,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/2/24,SFE-M-1S,TM,2,1/24/25,NA,39.9,50,10,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
